"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"posterior","posterior","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.1",NA,"R (>= 3.2.0)","abind, checkmate, rlang (>= 0.4.7), stats, tibble (>= 3.0.0),
vctrs, tensorA, pillar, distributional, parallel",NA,"testthat (>= 2.1.0), caret (>= 6.0.84), gbm (>= 2.1.8),
randomForest (>= 4.6.14), e1071 (>= 1.7.3), dplyr, tidyr,
knitr, rmarkdown",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"pracma","pracma","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.3.3",NA,"R (>= 3.1.0)","graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.1.0"
"praise","praise","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"PreciseSums","PreciseSums","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4",NA,"R (>= 3.2)",NA,NA,"testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"prettyunits","prettyunits","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1.1",NA,NA,NA,NA,"codetools, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"pROC","pROC","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.17.0.1",NA,"R (>= 2.14)","methods, plyr, Rcpp (>= 0.11.1)","Rcpp","microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"processx","processx","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.5.2",NA,NA,"ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.2.0), cli, codetools, covr, curl, debugme,
parallel, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"prodlim","prodlim","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2019.11.13",NA,"R (>= 2.9.0)","Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"progress","progress","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.2",NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"projpred","projpred","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.2",NA,"R (>= 3.5.0)","methods, dplyr, loo (>= 2.0.0), rstantools (>= 2.0.0), lme4,
optimx, ggplot2, Rcpp, utils, rngtools (>= 1.2.4), tidyverse,
MASS, magrittr, mgcv, gamm4","Rcpp, RcppArmadillo","rstanarm, brms, testthat, knitr, rmarkdown, glmnet, bayesplot
(>= 1.5.0)",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"promises","promises","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.0.1",NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"proxy","proxy","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4-26",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"pryr","pryr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.5",NA,"R (>= 3.1.0)","stringr, codetools, methods, Rcpp (>= 0.11.0), lobstr","Rcpp","testthat (>= 0.8.0)",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"ps","ps","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.6.0",NA,"R (>= 3.1)","utils",NA,"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"PsNR","PsNR","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.2.0",NA,"R (>= 3.3.0)","dplyr (>= 0.7.4), tidyr (>= 0.7.2), purrr (>= 0.2.4), xpose
(>= 0.4.3), kableExtra (>= 0.9.0), sessioninfo (>= 1.1.1), yaml
(>= 2.1.14), rmarkdown (>= 1.7.4), knitr (>= 1.17), vpc (>=
1.0.0), ggforce (>= 0.1.1), stringr, stringi, RColorBrewer,
scales, forcats, MASS, rlang, labeling, expm, PEIP, mvtnorm,
methods, gridExtra, PerformanceAnalytics, magrittr, ggplot2,
xpose4 (>= 4.6.0), caTools, formatR, ggthemes, gplots, grid,
MCMCpack, plyr, stats4, tibble, vaplot (>= 0.0.0.9000),
htmltools, glue, tools, vegawidget, rjson",NA,"testthat",NA,NA,NA,NA,NA,NA,"no","4.1.0"
"pspline","pspline","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0-18",NA,"R (>= 2.0.0), stats, graphics",NA,NA,NA,NA,"Unlimited",NA,NA,NA,NA,"yes","4.1.0"
"purrr","purrr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.3.4",NA,"R (>= 3.2)","magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"qs","qs","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.25.1",NA,"R (>= 3.0.2)","Rcpp, RApiSerialize, stringfish (>= 0.15.1)","Rcpp, RApiSerialize, stringfish","knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"quadprog","quadprog","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"quantreg","quantreg","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","5.86",NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels, conquer",NA,"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"R2HTML","R2HTML","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.3.2",NA,"R (>= 2.0)","stats, graphics, utils, grDevices, methods",NA,"boot, splines, survival, cluster, nlme, rpart, nnet",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"R2jags","R2jags","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6-1",NA,"R (>= 2.14.0), rjags (>= 3-3)","abind, coda (>= 0.13), graphics, grDevices, methods,
R2WinBUGS, parallel, stats, utils",NA,NA,NA,"GPL (> 2)",NA,NA,NA,NA,"no","4.1.0"
"R2OpenBUGS","R2OpenBUGS","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.2-3.2.1",NA,"R (>= 2.13.0)","coda (>= 0.11-0), boot",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"R2WinBUGS","R2WinBUGS","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.1-21",NA,"R (>= 2.13.0), coda (>= 0.11-0), boot","utils, stats, graphics",NA,"BRugs (>= 0.3-2)",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"R6","R6","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.5.0",NA,"R (>= 3.0)",NA,NA,"knitr, microbenchmark, pryr, testthat, ggplot2, scales",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"radarchart","radarchart","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.3.1",NA,"R (>= 3.1.2)","htmlwidgets, htmltools, grDevices",NA,"testthat, knitr, rmarkdown, tidyr, shiny",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"randomForest","randomForest","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","4.6-14",NA,"R (>= 3.2.2), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"randtoolbox","randtoolbox","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.30.1",NA,"rngWELL (>= 0.10-1)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"ranger","ranger","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.13.1",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","covr, survival, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"RApiSerialize","RApiSerialize","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"rappdirs","rappdirs","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"rapportools","rapportools","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0",NA,"reshape","plyr, pander",NA,NA,NA,"AGPL-3",NA,NA,NA,NA,"no","4.1.0"
"RBesT","RBesT","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.6-1",NA,"R (>= 3.4.0), Rcpp (>= 0.12.0), methods","assertthat, mvtnorm, Formula, checkmate, rstan (>= 2.19.2),
bayesplot (>= 1.4.0), ggplot2, dplyr, stats, utils","StanHeaders (>= 2.19.0), rstan (>= 2.19.2), BH (>= 1.69.0),
Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0)","rmarkdown, knitr, testthat (>= 2.0.0), foreach, purrr,
rstanarm (>= 2.17.2), scales, tools, broom, tidyr, rstantools
(>= 2.0.0), parallel",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"rbibutils","rbibutils","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.2.1",NA,"R (>= 2.10)","utils, tools",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"rcmdcheck","rcmdcheck","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.3.3",NA,NA,"callr (>= 3.1.1.9000), cli (>= 1.1.0), crayon, desc (>=
1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot,
sessioninfo (>= 1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"RColorBrewer","RColorBrewer","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1-2",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.1.0"
"Rcpp","Rcpp","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.7",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"RcppArmadillo","RcppArmadillo","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.10.6.0.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"RcppEigen","RcppEigen","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.3.3.9.1",NA,NA,"Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"RcppParallel","RcppParallel","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","5.1.4",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"RcppProgress","RcppProgress","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4.2",NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.1.0"
"RCurl","RCurl","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.98-1.3",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"Rdpack","Rdpack","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.1.2",NA,"R (>= 2.15.0), methods","tools, utils, rbibutils (>= 1.3)",NA,"grDevices, testthat, rstudioapi, rprojroot, gbRd",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"Rdsdp","Rdsdp","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.5",NA,NA,"utils, methods",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"readr","readr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.0",NA,"R (>= 3.1)","cli, clipr, crayon, hms (>= 0.4.1), methods, rlang, R6,
tibble, vroom (>= 1.5.2), utils, lifecycle (>= 0.2.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, dplyr, knitr, rmarkdown, spelling, stringi,
testthat, tzdb (>= 0.1.1), withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"readxl","readxl","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.3.1",NA,NA,"cellranger, Rcpp (>= 0.12.18), tibble (>= 1.3.1), utils","progress, Rcpp","covr, knitr, rmarkdown, rprojroot (>= 1.1), testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"recipes","recipes","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.16",NA,"R (>= 3.1), dplyr","ellipsis, generics (>= 0.1.0), glue, gower, ipred, lifecycle,
lubridate, magrittr, Matrix, purrr (>= 0.2.3), rlang (>=
0.4.0), stats, tibble, tidyr (>= 1.0.0), tidyselect (>= 1.1.0),
timeDate, utils, withr",NA,"covr, ddalpha, dimRed (>= 0.2.2), fastICA, ggplot2, igraph,
kernlab, knitr, modeldata, RANN, RcppRoll, rmarkdown, rpart,
rsample, RSpectra, testthat (>= 2.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"reda","reda","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.5.3",NA,"R (>= 3.2.3)","Rcpp, ggplot2, graphics, grDevices, methods, splines2, stats","Rcpp, RcppArmadillo","knitr, rmarkdown, tinytest",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"rematch","rematch","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rematch2","rematch2","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"remotes","remotes","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.4.0",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"renv","renv","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.14.0",NA,NA,"utils",NA,"R6, BiocManager, cli, covr, devtools, knitr, miniUI, packrat,
remotes, reticulate, rmarkdown, rstudioapi, shiny, testthat,
uuid, yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"repr","repr","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.1.3",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL-3",NA,NA,NA,NA,"no","4.1.0"
"reprex","reprex","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.0",NA,"R (>= 3.3)","callr (>= 3.6.0), cli (>= 2.3.1), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), rlang (>= 0.4.0), rmarkdown, rstudioapi,
utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, mockr, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"reReg","reReg","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4.0",NA,"R (>= 3.5.0)","BB, nleqslv, SQUAREM, survival, directlabels, ggplot2, MASS,
methods, reda (>= 0.5.0), scam, Rcpp, rootSolve","Rcpp, RcppArmadillo",NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.0"
"reshape","reshape","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.8.8",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"reshape2","reshape2","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"rex","rex","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.2.0",NA,NA,"lazyeval",NA,"testthat, knitr, rmarkdown, dplyr, ggplot2, magrittr, Hmisc,
stringr, rvest, roxygen2, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rgenoud","rgenoud","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","5.8-3.0",NA,"R (>= 2.15), utils",NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"rgl","rgl","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.107.10",NA,"R (>= 3.3.0)","graphics, grDevices, stats, utils, htmlwidgets, htmltools,
knitr (>= 1.33), jsonlite (>= 0.9.20), magrittr, crosstalk",NA,"MASS, rmarkdown, deldir, orientlib, lattice, misc3d, magick,
plotrix (>= 3.7-3), tripack, interp, alphashape3d, tcltk, js
(>= 1.2), akima, webshot2, downlit, pkgdown, extrafont, shiny,
manipulateWidget (>= 0.9.0), testthat, markdown","waldo","GPL",NA,NA,NA,NA,"yes","4.1.0"
"Rglpk","Rglpk","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.6-4",NA,"slam (>= 0.1-9)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"rio","rio","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.5.27",NA,"R (>= 2.15.0)","tools, stats, utils, foreign, haven (>= 1.1.2), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",NA,"datasets, bit64, testthat, knitr, magrittr, arrow, clipr,
feather, fst, hexView, jsonlite, pzfx, readODS (>= 1.6.4),
readr, rmarkdown, rmatio, xml2 (>= 1.2.0), yaml",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"RItools","RItools","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1-17",NA,"R (>= 2.2.0), SparseM","grDevices, abind, xtable, svd, stats, graphics, methods,
survival",NA,"testthat, roxygen2, MASS, RSVGTipsDevice","optmatch","GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"rjags","rjags","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","4-10",NA,"R (>= 2.14.0), coda (>= 0.13)",NA,NA,"tcltk",NA,"GPL (== 2)",NA,NA,NA,NA,"yes","4.1.0"
"rJava","rJava","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.0-4",NA,"R (>= 3.6.0), methods",NA,NA,NA,NA,"LGPL-2.1",NA,NA,NA,NA,"yes","4.1.0"
"rjson","rjson","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.2.20",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"rlang","rlang","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.4.11",NA,"R (>= 3.3.0)","utils",NA,"cli, covr, crayon, glue, magrittr, methods, pak, pillar,
rmarkdown, testthat (>= 3.0.0), vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"rmarkdown","rmarkdown","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.9",NA,"R (>= 3.0)","tools, utils, knitr (>= 1.22), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.13), jsonlite, tinytex (>= 0.31), xfun
(>= 0.21), methods, stringr (>= 1.2.0)",NA,"shiny (>= 1.6.0), tufte, testthat (>= 3.0.0), digest,
dygraphs, vctrs, tibble, fs, rsconnect, withr (>= 2.4.2), bslib
(>= 0.2.5.1), sass (>= 0.4.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"rmeta","rmeta","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.0",NA,NA,"grid, stats, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"rms","rms","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","6.2-0",NA,"R (>= 3.5.0), Hmisc (>= 4.3-0), survival (>= 3.1-12), lattice,
ggplot2 (>= 2.2), SparseM","methods, quantreg, rpart, nlme (>= 3.1-123), polspline,
multcomp, htmlTable (>= 1.11.0), htmltools, MASS, cluster,
digest",NA,"boot, tcltk, plotly (>= 4.5.6), knitr, mice, rmsb",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"rngtools","rngtools","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.5",NA,"R (>= 3.2.0), methods","digest, utils, stats, parallel",NA,"covr, RUnit, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"rngWELL","rngWELL","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.10-6",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"robustbase","robustbase","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.93-8",NA,"R (>= 3.5.0)","stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt","robustX, rrcov, matrixStats, quantreg, Hmisc","GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"rootSolve","rootSolve","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","1.8.2.2",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"roxygen2","roxygen2","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","7.1.1",NA,"R (>= 3.2)","brew, commonmark, desc (>= 1.2.0), digest, knitr, methods,
pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2), Rcpp (>=
0.11.0), rlang, stringi, stringr (>= 1.0.0), utils, xml2","Rcpp","covr, devtools, rmarkdown, testthat (>= 2.1.0), R.methodsS3,
R.oo",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"rpact","rpact","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.1.0",NA,"R (>= 3.4.0)","methods, stats, utils, graphics, tools, Rcpp (>= 1.0.0)","Rcpp","parallel, ggplot2 (>= 2.2.0), testthat (>= 2.0.0), mnormt (>=
1.5-7), knitr (>= 1.19), rmarkdown (>= 1.10)",NA,"LGPL-3",NA,NA,NA,NA,"yes","4.1.0"
"rpart.plot","rpart.plot","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.1.0",NA,"R (>= 3.4.0), rpart (>= 4.1-15)",NA,NA,"earth (>= 5.1.2)",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"RPMG","RPMG","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.2-3",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"rprojroot","rprojroot","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","2.0.2",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rsample","rsample","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.1.0",NA,"R (>= 3.2)","dplyr (>= 1.0.0), purrr, tibble, rlang (>= 0.4.10), methods,
generics, tidyselect, furrr, tidyr, vctrs (>= 0.3.0), slider
(>= 0.1.5), ellipsis, lifecycle",NA,"utils, stats, ggplot2, testthat, rmarkdown, knitr, recipes
(>= 0.1.4), broom, xml2, covr, modeldata",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rsconnect","rsconnect","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.8.18",NA,"R (>= 3.0.0)","curl, digest, jsonlite, openssl, packrat (>= 0.6), rstudioapi
(>= 0.5), yaml (>= 2.1.5)",NA,"RCurl, callr, httpuv, knitr, plumber (>= 0.3.2), reticulate,
rmarkdown (>= 1.1), shiny, sourcetools, testthat, xtable",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"RSEIS","RSEIS","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.9-3",NA,"R (>= 3.0)","RPMG, Rwave",NA,"stats",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"Rsmlx","Rsmlx","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","3.0.0",NA,"R (>= 3.0.0)","graphics, grDevices, utils, stats, MASS, ggplot2, gridExtra",NA,"mlxR,",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"RSpectra","RSpectra","/home/schmis1m/R/x86_64-pc-linux-gnu-library/4.1","0.16-0",NA,"R (>= 3.0.2)","Matrix (>= 1.1-0), Rcpp (>= 0.11.5)","Rcpp, RcppEigen (>= 0.3.3.3.0)","knitr, rmarkdown, prettydoc",NA,"MPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
